id,problem,answer,topic,source
bigmath_0fa817fe,"Monica and Sheila are twins. Their mother gave them $50 and told them to buy some toilet paper and spend the remainder on groceries. The toilet paper cost $12. They bought apples, butter, eggs, and a large ham for twice the cost of the toilet paper. Since they still had some leftover money, they called their mother and she gave them permission to buy whatever they wanted for themselves as long as they shared the money evenly. They saw some boots they really liked, but a pair of boots costs 3 times the amount they had left. How much more would Monica and Sheila each have to add of their own money to buy two pairs of boots?",35,nt_modular,bigmath
bigmath_8918f048,"In a three-day MLB game between Team A and Team B, the ratio of misses to hits and types of hits varies each day for both teams. On the first day, Team A has twice as many misses as hits (with 60 misses), while Team B has three times as many misses as hits (with 90 misses). For each team, half of their hits on the first day are home runs and the other half are singles.

On the second day, Team A has four times as many misses as hits (with 68 misses), while Team B has two times as many misses as hits (with 56 misses). On this day, one-third of each team's hits are doubles and the remainder are singles.

On the third day, the ratio of misses to hits for both teams is 5:1. Team A has 100 misses, and Team B has 120 misses. For third day hits of both teams, one-fourth are triples, one-fourth are home runs, and the remaining hits are singles.

Calculate the combined total of misses, singles, doubles, triples, and home runs for Team A and Team B made during the entire three-day game.",643,nt_modular,bigmath
bigmath_121035c6,"
Professor Severus Snape brewed three potions, each with a volume of 480 ml. The first potion makes the drinker intelligent, the second one makes them beautiful, and the third one makes them strong. To have an effect, one must drink at least 30 ml of any potion. Snape left the potions on his desk in labeled large jugs when he was called away. Harry, Hermione, and Ron then tried the potions.

Hermione drank half of the first jug (intelligence potion) and then poured the remaining potion into the second jug (beauty potion), mixed it thoroughly, and drank half of it. Harry drank half of the third jug (strength potion) and poured the remainder into the second jug, mixed it thoroughly, and drank half of it. Now all the potion is in the second jug, which is left for Ron. What percentage of the contents of this jug must Ron drink to ensure that each of the three potions will have an effect on him?

",50,nt_modular,bigmath
bigmath_9a52542a,"Mobius is the fastest mule in Italy. She can run at a top speed of 13 miles per hour when she is without any load to carry. When carrying a light load, her top speed decreases to 12 miles per hour, and it further decreases to 11 miles per hour when carrying a typical load. If she travels the 257 miles from Florence, Italy to Naples, Italy at her top speed while carrying a typical load for the first 120 miles and a light load for the remainder of the way, then returns to Florence at her usual top speed without carrying a load, how long, in hours, will the trip take if she takes three rest stops during the first half of the trip with durations of 20, 25, and 35 minutes and two rest stops during the second half of the trip with durations of 45 and 30 minutes?",44.6783,nt_modular,bigmath
bigmath_726b181a,"In Alaska the commercial Cod fishing season runs from January 1 - August 1 lasting exactly 7 months, or 213 days on a non-leap year. Two fishermen are competing against each other to see who can earn more profit. The first fisherman plans to catch fish at a certain rate per day for the entire season. The second fisherman is a novice who will need to start more slowly. He plans to catch only 1 fish per day during the first 30 days, 2 fish per day during the next 60 days, and then 4 fish per day during the remainder of the season. At the end of the season, the fisherman who catches the higher number of fish caught 3 more fish. How many fish does the first fisherman plan to catch per day?",3,nt_modular,bigmath
genselect_495f0f81,"You will be given a challenging math problem followed by 4 solutions. Your task is to systematically analyze these solutions to identify the most mathematically sound approach.

Input Format:
Problem: A complex mathematical word problem at advanced high school or college level
Solutions: Detailed solutions indexed 0-3, each concluding with an answer in \boxed{} notation

YOUR TASK

Problem: How many ways can the number $2885$ be expressed as the sum of two perfect squares?

Solutions:
Solution 0:
To determine how many ways the number \(2885\) can be expressed as the sum of two perfect squares, we start by factorizing \(2885\) into its prime components:

\[
2885 = 5 \times 577
\]

Both \(5\) and \(577\) are prime numbers. We check their congruency modulo 4:

\[
5 \equiv 1 \pmod{4} \quad \text{and} \quad 577 \equiv 1 \pmod{4}
\]

According to Fermat's theorem on sums of two squares, a prime number congruent to \(1 \pmod{4}\) can be expressed as a sum of two squares. The number of representations of a product of such primes is given by considering the exponents of these primes in the factorization. For a number \(n = 2^a \prod_{p_i \equiv 1 \pmod{4}} p_i^{k_i} \prod_{q_j \equiv 3 \pmod{4}} q_j^{m_j}\), the number of representations as a sum of two squares (considering order and sign) is \(4 \prod (k_i + 1)\) if all \(m_j\) are even. Here, \(2885 = 5^1 \times 577^1\), so the number of representations is:

\[
4 \times (1+1) \times (1+1) = 16
\]

However, this count includes all ordered pairs with signs. Since the problem asks for the number of ways to express \(2885\) as the sum of two perfect squares (non-negative integers, unordered), we need to adjust for the fact that each pair \((a, b)\) with \(a \leq b\) is counted 8 times (4 for signs and 2 for order). Thus, the number of distinct unordered pairs is:

\[
\frac{16}{8} = 2
\]

To verify, we check possible values of \(a\) and \(b\) such that \(a^2 + b^2 = 2885\):

- For \(a = 22\), \(b = 49\):
  \[
  22^2 + 49^2 = 484 + 2401 = 2885
  \]

- For \(a = 26\), \(b = 47\):
  \[
  26^2 + 47^2 = 676 + 2209 = 2885
  \]

Thus, the pairs \((22, 49)\) and \((26, 47)\) are the only solutions. Therefore, the number of ways to express \(2885\) as the sum of two perfect squares is:

\[
\boxed{2}
\]

Solution 1:
To determine how many ways the number \(2885\) can be expressed as the sum of two perfect squares, we start by factorizing \(2885\). The prime factorization is:

\[
2885 = 5 \times 577
\]

Both \(5\) and \(577\) are primes congruent to \(1 \mod 4\). According to the sum of squares theorem, a number can be expressed as a sum of two squares if all primes congruent to \(3 \mod 4\) in its factorization have even exponents. Since both \(5\) and \(577\) are \(1 \mod 4\), \(2885\) can indeed be expressed as a sum of two squares.

The number of representations of a number as a sum of two squares, considering all permutations and sign changes, is given by the formula:

\[
4 \times (e_1 + 1)(e_2 + 1) \cdots
\]

where \(e_i\) are the exponents of the primes congruent to \(1 \mod 4\). Here, both primes \(5\) and \(577\) have exponents of \(1\). Therefore, the number of representations is:

\[
4 \times (1 + 1)(1 + 1) = 4 \times 2 \times 2 = 16
\]

To verify, we express \(5\) and \(577\) as sums of squares:

\[
5 = 1^2 + 2^2
\]
\[
577 = 1^2 + 24^2
\]

Using the Brahmagupta-Fibonacci identity, we find the products of these sums:

\[
(1^2 + 2^2)(1^2 + 24^2) = (1 \cdot 1 - 2 \cdot 24)^2 + (1 \cdot 24 + 2 \cdot 1)^2 = (-47)^2 + 26^2 = 47^2 + 26^2
\]
\[
(1^2 + 2^2)(1^2 + 24^2) = (1 \cdot 1 + 2 \cdot 24)^2 + (1 \cdot 24 - 2 \cdot 1)^2 = 49^2 + 22^2
\]

Thus, the two distinct pairs are \((47, 26)\) and \((49, 22)\). Each pair can be permuted and signed in 8 ways (considering all combinations of signs and order), leading to:

\[
8 \times 2 = 16 \text{ representations}
\]

Therefore, the number of ways to express \(2885\) as the sum of two perfect squares is:

\[
\boxed{16}
\]

Solution 2:
To determine how many ways the number \(2885\) can be expressed as the sum of two perfect squares, we start by factoring \(2885\).

First, we factorize \(2885\):
\[
2885 = 5 \times 577
\]
Both \(5\) and \(577\) are primes. Checking their congruences modulo 4:
\[
5 \equiv 1 \pmod{4}
\]
\[
577 \equiv 1 \pmod{4}
\]
Since both primes are congruent to \(1 \pmod{4}\), they can each be expressed as the sum of two squares.

Next, we use the identity for the product of sums of squares:
\[
(a^2 + b^2)(c^2 + d^2) = (ac - bd)^2 + (ad + bc)^2 = (ac + bd)^2 + (ad - bc)^2
\]

Expressing each prime as a sum of squares:
\[
5 = 2^2 + 1^2
\]
\[
577 = 24^2 + 1^2
\]

Using the identity, we multiply these sums:
\[
(2^2 + 1^2)(24^2 + 1^2) = [(2 \times 24 - 1 \times 1)^2 + (2 \times 1 + 1 \times 24)^2] = (47^2 + 26^2)
\]
\[
= [(2 \times 24 + 1 \times 1)^2 + (2 \times 1 - 1 \times 24)^2] = (49^2 + 22^2)
\]

Thus, the pairs \((26, 47)\) and \((22, 49)\) are the solutions. Considering the problem requires unordered pairs of non-negative integers, these are the only distinct pairs.

Therefore, the number of ways to express \(2885\) as the sum of two perfect squares is:
\[
\boxed{2}
\]

Solution 3:
To determine how many ways the number \(2885\) can be expressed as the sum of two perfect squares, we start by factorizing \(2885\) into its prime factors.

1. **Factorization**:
   \[
   2885 = 5 \times 577
   \]
   Both \(5\) and \(577\) are primes congruent to \(1 \mod 4\).

2. **Sum of Two Squares Representation**:
   According to Fermat's theorem on sums of two squares, a number can be expressed as the sum of two squares if and only if every prime factor congruent to \(3 \mod 4\) appears to an even power in its prime factorization. Since \(5\) and \(577\) are both congruent to \(1 \mod 4\), \(2885\) can indeed be expressed as the sum of two squares.

3. **Expressing Primes as Sums of Squares**:
   - \(5 = 1^2 + 2^2\)
   - \(577 = 24^2 + 1^2\)

4. **Using the Identity for Products of Sums of Squares**:
   We use the identity \((a^2 + b^2)(c^2 + d^2) = (ac - bd)^2 + (ad + bc)^2\) to find the representations of \(2885\).

   Applying the identity:
   \[
   (1^2 + 2^2)(24^2 + 1^2) = (1 \cdot 24 - 2 \cdot 1)^2 + (1 \cdot 1 + 2 \cdot 24)^2 = 47^2 + 26^2
   \]
   \[
   (1^2 + 2^2)(24^2 + 1^2) = (1 \cdot 1 + 2 \cdot 24)^2 + (1 \cdot 24 - 2 \cdot 1)^2 = 49^2 + 22^2
   \]

5. **Identifying Distinct Representations**:
   The pairs \((47, 26)\) and \((49, 22)\) are the only distinct unordered pairs of non-negative integers whose squares sum to \(2885\).

6. **Conclusion**:
   The number of ways to express \(2885\) as the sum of two perfect squares is:
   \[
   \boxed{2}
   \]

Evaluation Process:

1. Initial Screening
  - Group solutions by their final answers
  - Identify and explain mathematical contradictions between different answers
  - Eliminate solutions with clear mathematical errors

2. Detailed Analysis
  For remaining solutions, evaluate:
  - Mathematical precision and accuracy
  - Logical progression of steps
  - Completeness of mathematical reasoning
  - Proper use of mathematical notation, including \boxed{}
  - Handling of edge cases or special conditions
  - For solutions containing and addressing errors, evaluate the error identification and correction methodology.

3. Solution Comparison
  Compare viable solutions based on:
  - Efficiency of approach
  - Clarity of mathematical reasoning
  - Sophistication of method
  - Robustness of solution (works for all cases)

Your response should include:
1. Brief analysis of conflicting answers
2. Detailed evaluation of mathematically sound solutions
3. Justification for eliminating incorrect solutions
4. Clear explanation for selecting the best approach

End your evaluation with exactly:
Judgment: [IDX]
where IDX is the index 0-3 of the best solution.",2,nt_primes,genselect
bigmath_6344e84a,"It is said that whoever pulls out the sword from the stone can rule England. King Arthur wanted to obtain the sword from the stone, so he sought advice from the prophet Merlin. To test King Arthur's sincerity, Merlin gave him a problem composed entirely of prime numbers:

\[ 5 \times A + 7 \times B = 7 \times 7 \]

Merlin said: ""If you can tell me how much greater \( A \) is than \( B \), I will help you."" After thinking about it, King Arthur gave Merlin the correct answer. This correct answer is ____.",5,nt_primes,bigmath
bigmath_ab651def,"If a number equals the sum of its factors excluding itself, then this number is called a perfect number. For example, the factors of 6, excluding itself, are 1, 2, and 3, and since 6 = 1 + 2 + 3, 6 is a perfect number. About 2200 years ago, Euclid proposed that if $2^n - 1$ is a prime number, then $2^{n-1}(2^n - 1)$ is a perfect number. Please write down the next perfect number after 6 based on this conclusion.",28,nt_primes,bigmath
bigmath_70e79e27,"Cat and Claire are having a conversation about Cat's favorite number. Cat says, ""My favorite number is a two-digit positive prime integer whose first digit is less than its second, and when you reverse its digits, it's still a prime number!"" 

Claire asks, ""If you picked a digit of your favorite number at random and revealed it to me without telling me which place it was in, is there any chance I'd know for certain what it is?""

Cat says, ""Nope! However, if I now told you the units digit of my favorite number, you'd know which one it is!""

Claire says, ""Now I know your favorite number!"" What is Cat's favorite number?",13,nt_primes,bigmath
bigmath_29aaa264,"At a recent math contest, Evan was asked to find  $2^{2016} \pmod{p}$  for a given prime number  $p$  with  $100 < p < 500$ . Evan has forgotten what the prime  $p$  was, but still remembers how he solved it:


- Evan first tried taking  $2016$  modulo  $p - 1$ , but got a value  $e$  larger than  $100$ .
- However, Evan noted that  $e - \frac{1}{2}(p - 1) = 21$ , and then realized the answer was  $-2^{21} \pmod{p}$ .

What was the prime  $p$ ?",211,nt_primes,bigmath
bigmath_1c54d338,"Jane started babysitting when she was 20 years old. Whenever she babysat for a child, that child was no more than half her age at the time. Jane stopped babysitting 10 years ago when she was 22 years old. She babysat for kids with age gaps between them not more than 1 year. If Jane is currently 32 years old, what is the current age of the oldest person for whom Jane could have babysat, given that this person's age is a prime number?",19,nt_primes,bigmath
bigmath_05336289,"Optimus Prime departs in robot form from point $A$ to point $B$ and arrives at $B$ on time. If he transforms into a car from the beginning, his speed increases by $\frac{1}{4}$, allowing him to arrive at $B$ 1 hour earlier. If he travels 150 km in robot form first, then transforms into a car, and his speed increases by $\frac{1}{5}$, he can arrive 40 minutes earlier. How far apart are points $A$ and $B$ in kilometers?",750,nt_primes,bigmath
aimo3_hard_31319b94,"If $(x - a)(x - b)(x - c)(x - d)(x - e) = x^5 - 7x^4 + 6x^3 + 5x^4 + 13x - 9$, then $a + b + c + d + e = ...$",7,other,aimo3_hard
aimo3_hard_9dcc3b97,In how many ways can five children switch seats on a five-seater merry-go-round so that each child has a new companion in front?,10,other,aimo3_hard
aimo3_hard_6fd84692,"You have 8 batteries, 4 of which are ""good"" and 4 are ""bad."" A device requires 6 batteries to operate, but only 4 of them need to be good. You can test the device by picking 6 batteries and attempting to turn it on, with no other way to check battery quality. In the worst-case scenario, how many tests are needed to ensure you find a set of 6 batteries that will make the device work?",7,other,aimo3_hard
aimo3_hard_ca95afd5,"Butch and Sundance need to travel as quickly as possible by alternating walking and riding their only horse, Sparky. Butch walks at 4 miles per hour, Sundance walks at 2.5 miles per hour, and Sparky rides at 6 miles per hour. They use hitching posts located at one-mile intervals. The first time Butch and Sundance meet at a milepost, they are $n$ miles from Dodge and have been traveling for $t$ minutes. Find $n + t$.",279,other,aimo3_hard
aimo3_hard_ba529c41,"Jim's current income is $12000. If his monthly income increases by 10%, what will be his total income after 2 months?",14520,other,aimo3_hard
aimo3_hard_aab4ef1c,"Is $2^{10} = 1024$ the last power of 2 that is easy to double, meaning that when doubled, no carries are performed? If not, how many more such powers of 2 exist? Is there an infinite family of such examples?",5,other,aimo3_hard
aimo3_hard_436cf34f,"For the specific skew-symmetric matrix \( S = \left( \begin{array}{cccc} 0 & 4 & 0 & -3 \\ -4 & 0 & -2 & -1 \\ 0 & 2 & 0 & 3 \\ 3 & 1 & -3 & 0 \end{array} \right) \), verify that \( \sqrt{\det(S)} \) divides \( \det(W(S)) \).",18,other,aimo3_hard
aimo3_hard_ad4fd55c,"Dragons and dragonflies are at war. Initially, there are 1,000 dragons and 10,000,000 dragonflies. Each day is divided into three periods: morning preparation, fighting, and afternoon rest. During the fighting period, dragonflies form groups of 10,000 to attack a dragon, with a 60% chance of success. If unsuccessful, the dragon kills all 10,000 dragonflies. After each day, dragonflies receive reinforcements equal to 10% of their current number, rounded to the nearest thousand. If the number of dragonflies falls below 100,000, they form groups of 5,000 with a 20% chance of success. Dragons receive 2 reinforcements in the morning and 3 in the afternoon. If a dragon is defeated, there is a 50% chance it kills 20% of the attacking dragonflies. The dragonflies surrender if they cannot form a fighting group, and the dragons surrender if the ratio of dragons to dragonflies is less than $\frac{1}{100,000}$. What is the expected number of full days until one side wins?",4,other,aimo3_hard
aimo3_hard_78f4498f,"John initially invests 50 USD. Each day, the investment earns 2% interest, and once the interest reaches 1 USD, it is added back to the investment. How long will it take for John's investment to reach 100 USD?",35,other,aimo3_hard
aimo3_hard_b04efc4d,"For a chocolate bar of length \( L = 19 \) and \( m = 3 \) people, verify if dividing the bar into pieces of lengths \( 7, 4, 3, 2, 1, 1, 1 \) is an optimal solution.",7,other,aimo3_hard
aimo3_hard_039a4f9e,"How many non-isomorphic semidirect products are there between $\mathbb{Z}_2$ and $SL(2,3)$?",2,other,aimo3_hard
aimo3_hard_dfaed7ac,"How many leading digits in $v(x)$ are guaranteed to agree with those of $f(x)$, for any $0 \leq x \leq 381$, where $f(x) = \sin(x)$ and $v(x)$ is the piecewise constant interpolation of $f(x)$ at points $x_i = ih$ with $h = 0.1$? Specifically, $v(x) = \sin(ih)$ for $(i-0.5)h \leq x \leq (i+0.5)h$ and $i = 0, 1, \dots, 3810$.",1,other,aimo3_hard
aimo3_hard_b8470ea4,"Given the function \( f(x) = \frac{(x^3 + 8)(x^2 - 5x - 6)}{(x^2 - 2x + 4)(x^2 - 4)} \), find \( f(2001) \) without using a calculator.",1998,other,aimo3_hard
aimo3_hard_ec2ea4af,"How many guesses are needed for Banana to figure out the ten-esque quadruple $(a_1, a_2, a_3, a_4)$ chosen by Ana, given that at each stage Banana offers a ten-esque quadruple $(x_1, x_2, x_3, x_4)$ and Ana tells her the value of 
\[|a_1 - x_1| + |a_2 - x_2| + |a_3 - x_3| + |a_4 - x_4|\]?",3,other,aimo3_hard
aimo3_hard_cbe509d5,"Let \[\begin{cases} a_{k+1} = a_k^4 + 6a_k^2 b_k^2 + b_k^2 \\ b_{k+1} = 4a_k b_k (a_k + b_k)(b_k - a_k) \end{cases}\] for all real $a_k$ and $b_k$. If $(a_{2019}, b_{2019}) = (-2019, 2019\sqrt{3})$, $\left|\frac{b_1}{a_1}\right| = \sqrt{3}$, and $a_1 = \frac{m^{n^{-p}}}{q}$ in simplest form, find the last 3 digits of $m + n + p + q$.",062,other,aimo3_hard
aimo3_hard_9db35faa,"Given a train with 10 carriages labeled 1, 2, 3, ..., 10, how many different reorderings can be generated using a siding that can accommodate up to two carriages?",512,other,aimo3_hard
limo_19d5d8c3,"The formula for converting a Fahrenheit temperature $F$ to the corresponding Celsius temperature $C$ is $C = \frac{5}{9}(F-32).$ An integer Fahrenheit temperature is converted to Celsius, rounded to the nearest integer, converted back to Fahrenheit, and again rounded to the nearest integer. For how many integer Fahrenheit temperatures between $32$ and $1000$ inclusive does the original temperature equal the final temperature?",539,other,limo
aimo3_hard_4a2c2a17,"Consider the Markov chain with state space \( E = \{0, 1, 2, 3, 4, 5, 6\} \) and transition matrix
\[
\begin{pmatrix}
1/5 & 3/5 & 0 & 0 & 1/5 & 0 & 0 \\
0 & 0 & 1 & 0 & 0 & 0 & 0 \\
0 & 1/3 & 2/3 & 0 & 0 & 0 & 0 \\
0 & 1 & 0 & 0 & 0 & 0 & 0 \\
0 & 0 & 0 & 0 & 0 & 1 & 0 \\
0 & 0 & 0 & 0 & 0 & 0 & 1 \\
0 & 0 & 0 & 0 & 1 & 0 & 0
\end{pmatrix}.
\]
Determine the entropy of this Markov chain.",0,other,aimo3_hard
aimo3_hard_51cdd320,"How many ways are there to make $35¢$ change with $1952$ pennies, $1959$ pennies, $1964$ nickels, and $1971$ quarters? (Note: All pennies are worth $1¢$, all nickels are worth $5¢$, and all quarters are worth $25¢$.)",166,other,aimo3_hard
aimo3_hard_b42c7553,How many ways can five pairs of shorts be worn over three days?,60,other,aimo3_hard
aimo3_hard_a2988470,What annual instalment will discharge a debt of 1092 due in 3 years at 12% simple interest?,325,other,aimo3_hard
aimo3_hard_0e8eb188,"Compute the cost in cents of the cheapest set of big and small candles needed to measure exactly 1 minute, given that big candles cost 16 cents and burn for exactly 16 minutes, and small candles cost 7 cents and burn for exactly 7 minutes. Candles may be arbitrarily and instantly put out and relit.",97,other,aimo3_hard
aimo3_hard_46e6ebd0,"In how many ways can 5 identical rewards be distributed among 3 groups of people (Group A with 4 people, Group B with 5 people, and Group C with 6 people) such that at least 2 people from Group B and at least 2 people from Group C receive a prize?",950,other,aimo3_hard
aimo3_hard_3e9947d5,How many ways are there to order two pizzas with up to 5 toppings on each?,528,other,aimo3_hard
aimo3_hard_9c20b7de,"If \( x^2 + 2x - 3 \) is a factor of \( x^4 + 6x^3 + 2ax^2 + 6x - 3a \), evaluate \( a + b \).",3,other,aimo3_hard
aimo3_hard_507dcf80,"Each year on her birthday, Jane’s parents put \$20 into an investment account earning \(9\frac{1}{2}\)% per annum compound interest. The first deposit took place on the day of her birth. On her 18th birthday, Jane’s parents gave her the account and \$20 cash in hand. How much money did she receive from her parents on her 18th birthday?",970,other,aimo3_hard
aimo3_hard_b26cd629,"Determine the number of homomorphisms from $D_6$ to $A_4$. 

Clarification for notation: $|D_6|=12$ and $|A_4|=12$. Note that $D_6$ has 2 elements of order 3 and 3 elements of order 2 (and 1 element of order 1), while $A_4$ has 3 elements of order 2 and 8 elements of order 3.",4,other,aimo3_hard
limo_d054b3c4,"Define $n!!$ to be $n(n-2)(n-4)\cdots 3\cdot 1$ for $n$ odd and $n(n-2)(n-4)\cdots 4\cdot 2$ for $n$ even. When $\sum_{i=1}^{2009} \frac{(2i-1)!!}{(2i)!!}$ is expressed as a fraction in lowest terms, its denominator is $2^ab$ with $b$ odd. Find $\dfrac{ab}{10}$ .",401,other,limo
limo_4559476d,"If $\tan x+\tan y=25$ and $\cot x + \cot y=30$ , what is $\tan(x+y)$ ?",150,other,limo
aimo3_hard_7bbae8d6,"How many symmetric cases are there for necklaces made of 4 black beads, 2 white beads, and 2 red beads, and can this be generalized to other even-numbered bead scenarios?",12,other,aimo3_hard
aimo3_hard_22c67505,How many weighings are necessary to sort 7 balls of different weights using only a balance scale?,8,other,aimo3_hard
aimo3_hard_1fb4b696,"If it takes a species:
- 52 days from conception to become ""useful"" (and they remain ""useful"" until death),
- 73 days from conception to reach adulthood (ability to breed/conceive again),
- 108 days from conception until death, and
- each generation gets exactly 1 day to breed,

What is the minimum number of living generations required to always have a useful population?",3,other,aimo3_hard
aimo3_hard_736f740b,"Given \( V = 120 \) V and \( R = 10 \) ohms, with \( V \) increased by \( 0.0015 \) V and \( R \) decreased by \( 0.002 \) ohms, calculate the variation in \( P = \frac{V^2}{R} \) using both the differential approximation and the direct calculation method. Explain why the results differ.",0.324,other,aimo3_hard
limo_7fb0627c,"Suppose that the measurement of time during the day is converted to the metric system so that each day has $10$ metric hours, and each metric hour has $100$ metric minutes. Digital clocks would then be produced that would read $\text{9:99}$ just before midnight, $\text{0:00}$ at midnight, $\text{1:25}$ at the former $\text{3:00}$ AM, and $\text{7:50}$ at the former $\text{6:00}$ PM. After the conversion, a person who wanted to wake up at the equivalent of the former $\text{6:36}$ AM would set his new digital alarm clock for $\text{A:BC}$ , where $\text{A}$ , $\text{B}$ , and $\text{C}$ are digits. Find $100\text{A}+10\text{B}+\text{C}$ .",275,other,limo
limo_39e05f10,"The workers in a factory produce widgets and whoosits. For each product, production time is constant and identical for all workers, but not necessarily equal for the two products. In one hour, $100$ workers can produce $300$ widgets and $200$ whoosits. In two hours, $60$ workers can produce $240$ widgets and $300$ whoosits. In three hours, $50$ workers can produce $150$ widgets and $m$ whoosits. Find $m$ .",450,other,limo
limo_9f7847f9,"Of the students attending a school party, $60\%$ of the students are girls, and $40\%$ of the students like to dance. After these students are joined by $20$ more boy students, all of whom like to dance, the party is now $58\%$ girls. How many students now at the party like to dance?",252,other,limo
limo_5b3411c0,"Before starting to paint, Bill had $130$ ounces of blue paint, $164$ ounces of red paint, and $188$ ounces of white paint. Bill painted four equally sized stripes on a wall, making a blue stripe, a red stripe, a white stripe, and a pink stripe. Pink is a mixture of red and white, not necessarily in equal amounts. When Bill finished, he had equal amounts of blue, red, and white paint left. Find the total number of ounces of paint Bill had left.",114,other,limo
aimo3_hard_31fedf63,"Given the demand equation for a bicycle is \( Q = 1000 - 2P \), where \( Q \) is the quantity demanded and \( P \) is the price per bicycle, determine if the current price of $150 per bicycle maximizes revenue.",250,comb_graph,aimo3_hard
limo_84d2e636,"Suppose that $\sec x+\tan x=\frac{22}7$ and that $\csc x+\cot x=\frac mn,$ where $\frac mn$ is in lowest terms.  Find $m+n^{}_{}.$",44,other,limo
limo_9bc0fe29,"Ed and Sue bike at equal and constant rates.  Similarly, they jog at equal and constant rates, and they swim at equal and constant rates.  Ed covers $74$ kilometers after biking for $2$ hours, jogging for $3$ hours, and swimming for $4$ hours, while Sue covers $91$ kilometers after jogging for $2$ hours, swimming for $3$ hours, and biking for $4$ hours.  Their biking, jogging, and swimming rates are all whole numbers of kilometers per hour.  Find the sum of the squares of Ed's biking, jogging, and swimming rates.",314,other,limo
limo_60ff0db6,"The AIME Triathlon consists of a half-mile swim, a 30-mile bicycle ride, and an eight-mile run. Tom swims, bicycles, and runs at constant rates. He runs fives times as fast as he swims, and he bicycles twice as fast as he runs. Tom completes the AIME Triathlon in four and a quarter hours. How many minutes does he spend bicycling?",150,comb_graph,limo
aimo3_hard_54fe5009,"Mr. Brown has 10 identical chocolate donuts and 15 identical glazed donuts. He knows that Amar wants 6 donuts, Benny wants 9 donuts, and Callie wants 9 donuts. How many ways can he distribute out his 25 donuts?",103,other,aimo3_hard
aimo3_hard_f95d0feb,"Given the letters M A T E M A T I K I, how many words of length 3 can be formed using only single letters?",120,other,aimo3_hard
aimo3_hard_c4ecfef1,"Given that the duration of a movie trailer is approximately normally distributed with a mean of 150 seconds and a standard deviation of 30 seconds, what proportion of movie trailers last longer than 4 minutes and 30 seconds (270 seconds)?",0.0000,other,aimo3_hard
